word,occurences,,
fraternity pin,1,,
thumbtacks,1,,
popcorn ball,1,,
opening ceremonies,1,,
proviso,1,,
linchpin,1,,
admiralty,1,,
high apple pie in the sky hopes,1,,
the smiling pope,1,,
human life,1,,
the brain or skull,1,,
32nd psalm,1,,
damselfly,1,,
a tiger butterfly,1,,
a code of law,1,,
pla,1,,
adverse,1,,
freelancer,1,,
a studio apartment,1,,
mr toads wild ride,1,,
a studio musician,1,,
france japan,1,,
a vacuum tube,1,,
sun records studio,1,,
paddys caddies,1,,
jessica tandy his wife,1,,
pearls curls,1,,
toys in the attic,1,,
greers tears,1,,
troy donahue,1,,
whats up tiger lily,1,,
mamets hammetts,1,,
athens georgia,1,,
holy man,1,,
camp david accords,1,,
the youngest person,1,,
watertight,1,,
the sputnik launch,1,,
red heat,1,,
a la king,1,,
el supremo,1,,
indestructible,1,,
general antonio lopez de santa ana,1,,
to lay an egg,1,,
cement or concrete,1,,
jonathan papelbon,1,,
to make the sign of the cross,1,,
to read your electric meter,1,,
the nadir,1,,
a tropical depression,1,,
drowsiness,1,,
coloratura soprano,1,,
vanilla or butterscotch,1,,
a milano,1,,
den mother,1,,
another brick in the wall,1,,
these boots are made for walkin,1,,
soie,1,,
a noshow,1,,
en croute,1,,
cabriole,1,,
chief justices,1,,
a menu,1,,
pronunciation,1,,
eritrea ethiopia,1,,
farsi persian,1,,
an exonym,1,,
h for hydrogen,1,,
d for deserter,1,,
behave,1,,
a bore,1,,
big lots,1,,
a pilgrim,1,,
dictate,1,,
a hydrant,1,,
the cantaloupe,1,,
the louisiana territory,1,,
ping pong balls,1,,
the ground or the floor,1,,
the 29th,1,,
football the nfl accepted,1,,
the facade,1,,
switch them or transpose them,1,,
bipartisanship,1,,
the 50 states,1,,
as easy as falling off a log,1,,
ollie oliver north,1,,
look like the cat that swallowed the canary,1,,
the old college try,1,,
roseann,1,,
smile youre on candid camera,1,,
loose lips sink ships,1,,
the us patent office,1,,
navy seals sea air land,1,,
captain edward smith,1,,
the mossad from israel,1,,
a checkerboard,1,,
a test pilot,1,,
the young mens christian association,1,,
the psp,1,,
star wars revenge of the sith,1,,
heelys,1,,
a decimal system,1,,
scene it,1,,
rose iris,1,,
startled,1,,
fred claus,1,,
lt col henry blake col sherman potter,1,,
ruby ridge,1,,
joanhenge,1,,
phonehenge,1,,
hilarious,1,,
clonehenge,1,,
tickle us,1,,
ponehenge,1,,
laugh track,1,,
grand duke jean,1,,
louis godey,1,,
dronehenge,1,,
bad gags,1,,
spank me,1,,
lashing,1,,
stranger,1,,
keelhaul,1,,
2000 summer games in sydney australia,1,,
rev jim jones,1,,
montevideo uruguay,1,,
izzy,1,,
prohibitiontemperance,1,,
his baton,1,,
noollab,1,,
sunrisedawn,1,,
hushpuppies,1,,
latkespotato pancakes,1,,
keane,1,,
frans botha,1,,
toll house inn,1,,
chevaliers,1,,
cowlick,1,,
double nickel,1,,
johnsons baby shampoo,1,,
paul mitchell,1,,
body double,1,,
norman fell,1,,
norman jewison,1,,
pompidou centre or the beaubourg,1,,
bump on a log,1,,
sin tax,1,,
state motto,1,,
dear old queen,1,,
stuff that dreams are made of,1,,
lenins tomb,1,,
state fish,1,,
contribute to charities,1,,
flags hung out,1,,
lukes dukes,1,,
eves leaves,1,,
pauls crawls,1,,
vicepresidency,1,,
knuckles fingers accepted,1,,
main event,1,,
roger clinton,1,,
neutral corner,1,,
a standing eight count,1,,
laurence peter,1,,
a dualist,1,,
american red cross,1,,
a turtle or a tortoise,1,,
stationwagon,1,,
licensed practical nurse,1,,
van peebles,1,,
carter family,1,,
afl american federation of labor,1,,
chicken dance,1,,
50 bill,1,,
linguist,1,,
archie bunker hill,1,,
chip dale evans,1,,
shirley temple of doom,1,,
kingsley,1,,
the mounties musical ride,1,,
yoyo ma barker,1,,
vince ferragamo,1,,
cat on a hot tin roof of the world,1,,
shaving points,1,,
what the world needs now is love,1,,
always something there to remind me,1,,
john lee hooker,1,,
incinerator,1,,
stock exchange,1,,
le métro,1,,
under a dark cloud,1,,
dory previn,1,,
beanbag chair,1,,
brooklyn dodgers new york giants,1,,
typefaces,1,,
jewelbox for cds,1,,
chosen by lot,1,,
westor opposite to the earths rotation,1,,
johnny rutherford,1,,
tuberose,1,,
newshound,1,,
kilobyte,1,,
webmaster,1,,
domestic engineer,1,,
l as in fl florida,1,,
nothing like the sun,1,,
x as in fx,1,,
roland aka orlando,1,,
w fw de klerk,1,,
a skeleton in the closet,1,,
a carousel or a merrygoround,1,,
to cross your ts dot your is,1,,
boring,1,,
confessions of a teenage drama queen,1,,
a snowball fight,1,,
by plane,1,,
a lab mouse,1,,
all hallows eve halloween,1,,
gray scale,1,,
starfighter,1,,
flash memory,1,,
1 of annapolis or indianapolis,1,,
the handles,1,,
after c,1,,
a vocational high school,1,,
boca,1,,
to err,1,,
athos porthos aramis,1,,
halo 3,1,,
a dime lime,1,,
a llama drama,1,,
wants fonts,1,,
cleanses lenses,1,,
weaker speaker or meeker speaker,1,,
pelicula,1,,
the national air and space museum the air and space museum accepted,1,,
thy bread,1,,
elizabeth i of england,1,,
e e,1,,
transitionals,1,,
bishkek,1,,
oak leaf,1,,
ocean life,1,,
organized labor,1,,
oralb,1,,
a soliloquy or monologue,1,,
3com,1,,
wake me up before you go go,1,,
mother joad,1,,
a megawatt,1,,
sugar ray leonard sugar ray robinson,1,,
history or literature,1,,
centaur,1,,
creative writing,1,,
every cloud has a silver lining,1,,
moody blues 1960s,1,,
if wishes were horses then beggars would ride,1,,
the walls have ears,1,,
pauls brawls,1,,
hoods goods,1,,
charles the bald,1,,
thors chores,1,,
didos fidos,1,,
coleman young tom bradley,1,,
paper shredder,1,,
doggie daddy,1,,
msdos,1,,
a go go,1,,
coinscurrency,1,,
saint marks cathedral,1,,
final jeopardy,1,,
saint ignatius loyola,1,,
iron eyes cody,1,,
inflammation,1,,
bigamist,1,,
ligament,1,,
mikhail gorbachev ronald reagan,1,,
kronakroners,1,,
bighouse,1,,
crusts,1,,
burger king lear,1,,
christopher robin quivers,1,,
smith barney rubble,1,,
wailing wall street journal,1,,
helen of troy aikman,1,,
a country mile,1,,
a country cousin,1,,
a country club,1,,
the tornados,1,,
rain pryor,1,,
beat its wings,1,,
bedtime stories,1,,
plant kingdom,1,,
ima hogg,1,,
james jim west,1,,
fannie hill,1,,
comstock law,1,,
lyndon johnson robert kennedy,1,,
buzz beer,1,,
vendettas,1,,
walter koenig,1,,
redcaps,1,,
ivan reitman,1,,
lineman,1,,
tab hunter,1,,
switchovers,1,,
providence plantations,1,,
dancing with the stars bars,1,,
24 horsemen of the apocalypse,1,,
csi miami dolphins,1,,
a snowy owl,1,,
according to jim crow laws,1,,
edmond dantès the count of monte cristo,1,,
hells kitchen cabinet,1,,
heeeeres johnny,1,,
lowfat milk,1,,
television broadcasting,1,,
charles wellman,1,,
die hard with a vengeance or die hard 3,1,,
stevedore,1,,
a samisen,1,,
a raffle,1,,
the chicago mercantile exchange,1,,
fezzes,1,,
the hollywood canteen,1,,
anime manga accepted,1,,
lady capulet lady montague,1,,
a scull or shell,1,,
a sucker or a suction cup,1,,
a pietà,1,,
promissory,1,,
the hare krishna,1,,
gross negligence,1,,
bowstring,1,,
mt rainier in washington,1,,
yea or nay,1,,
little boy blue suede shoes,1,,
fired,1,,
proxy voting,1,,
proud mary had a little lamb,1,,
the cloakroom,1,,
black or white men cant jump,1,,
things you steal,1,,
to yield the floor,1,,
the blue lines,1,,
things with a babe,1,,
the swallow,1,,
the zapruder film,1,,
twirler,1,,
cheeta the chimp,1,,
a delaware punch,1,,
percheron,1,,
the occupant,1,,
flippant,1,,
the screen actors guild or sag,1,,
to prime,1,,
huskies or malamutes,1,,
virginia north carolina,1,,
panatela,1,,
converging or convex,1,,
the dorado,1,,
professor higgins,1,,
as a male,1,,
the popes soaps,1,,
a mormon foreman,1,,
quakers acres,1,,
circa burka,1,,
a daikon icon,1,,
flavonoids,1,,
the hindenburg line,1,,
diana prince,1,,
a push,1,,
don diego de la vega,1,,
2 of colorado new mexico or arizona utah,1,,
doldrums,1,,
the siege,1,,
diffusion dilution accepted,1,,
dot edu,1,,
viennese,1,,
a poblano,1,,
ecuador or peru,1,,
the death of jeanpaul marat,1,,
lump it,1,,
soundboard,1,,
rely,1,,
dampers,1,,
a table saw,1,,
don garlits,1,,
a spirit level,1,,
media player,1,,
reason or enlightenment,1,,
hdmi,1,,
a keypunch,1,,
the royal observatory in greenwich,1,,
an irish lullaby,1,,
irish rose,1,,
dillydally,1,,
the londonderry air,1,,
slaughterhouse 5,1,,
a philadelphia cheesesteak,1,,
billie jean king bobby riggs,1,,
volcanic ash,1,,
the northern blackfoot indians,1,,
an audience,1,,
a dredger or dredging equipment,1,,
the palatine hill,1,,
rings twice,1,,
cotto,1,,
foolery,1,,
keith emerson greg lake,1,,
the five civilized nations or tribes,1,,
winter palace,1,,
the legionnaires the french foreign legion,1,,
cybercafe,1,,
mike post,1,,
a backhand,1,,
seeding,1,,
chow main street,1,,
purple reign of terror,1,,
boogie nights of the round table,1,,
the apollo 11 mission,1,,
deconstructing harry,1,,
noahs arc de triomphe,1,,
christopher walkin to new orleans,1,,
potsie weber,1,,
the polio vaccine,1,,
leather tuscadero,1,,
boniva,1,,
the cat that ate the canary,1,,
irish or celtic,1,,
the bomb bay,1,,
evan almighty,1,,
dhl,1,,
absorb the heat,1,,
so long,1,,
the 8hour workday,1,,
midsummers day,1,,
pimms no1 cup,1,,
cosmetics or makeup,1,,
marionette puppet,1,,
vivendi,1,,
lyonnais,1,,
indianapolis or oklahoma city,1,,
laughing out loud,1,,
hope this helps,1,,
cairn terrier,1,,
omega the omega man,1,,
enterprise rentacar,1,,
winter summer,1,,
the irving g thalberg memorial award,1,,
blast offliftoff,1,,
a bow or a curtsy,1,,
james madison at 5 4,1,,
tee off,1,,
greeksathens,1,,
perpetual motion machine,1,,
windmill,1,,
canal zone,1,,
queen bee,1,,
the university of new york,1,,
tiedyeing,1,,
dead horse,1,,
rubber stamps,1,,
human cannonball,1,,
amniotic sac,1,,
local area networks,1,,
jelly belly jelly beans,1,,
michael jackson stevie wonder,1,,
tobacco rhode island,1,,
2 of march april june august,1,,
cujo paterno,1,,
blame it on the reign of terror,1,,
mercedes ruehl or mercedes mccambridge,1,,
dry wet,1,,
ellen degeneres or jenna elfman,1,,
sport utility vehicle,1,,
radar guns,1,,
police commissioner,1,,
tête à tête,1,,
haymarket square haymarket riot,1,,
cranks,1,,
1 jane seymour,1,,
mother of presidents,1,,
diana ross perot,1,,
billy crystal cathedral,1,,
the museum of modern art garfunkel,1,,
ricky martin van buren,1,,
bowling ball,1,,
parting,1,,
cruel intentions,1,,
fred flintstone barney rubble,1,,
tom cruise nicole kidman,1,,
the other sister,1,,
absentaway without official leave,1,,
big bad voodoo daddy,1,,
yasser,1,,
squirrel nut zippers,1,,
royal crown revue,1,,
euro disney,1,,
neve campbell on party of five,1,,
lisa kudrow on friends,1,,
anthony edwards on er,1,,
ricky schroder on nypd blue,1,,
jack ham,1,,
lara flynn boyle on the practice,1,,
an oil rig,1,,
irv robbins,1,,
alonzo decker,1,,
goo goo dolls,1,,
johnson andrew lyndon,1,,
wallace webber,1,,
edward williams,1,,
player,1,,
dishes,1,,
charles clark,1,,
french and indian war,1,,
lancaster york,1,,
french cuffs,1,,
caniscanidae,1,,
steeple,1,,
kurt cobain courtney love,1,,
nubile,1,,
julius richard petri,1,,
negativism,1,,
bruce dern diane ladd,1,,
gwyneth paltrow judi dench,1,,
ball park,1,,
incandescence,1,,
inalienable rights,1,,
mean dean,1,,
monica ross geller,1,,
weinberger,1,,
santa monica pier,1,,
beer cheer,1,,
test rest,1,,
frat rat,1,,
shes come undone,1,,
gas class,1,,
thomas jefferson university of virginia,1,,
blasters,1,,
mcboingboing,1,,
a denver omelette,1,,
texas tea,1,,
mark burnett,1,,
tea towels,1,,
dick wolf,1,,
a tea rose,1,,
the carat,1,,
12 degrees,1,,
the engagement ring,1,,
murder by death,1,,
other voices other rooms,1,,
the first noël coward,1,,
seventh day adventists,1,,
catchers mitt romney,1,,
a hydrogen bomb or a fusion bomb,1,,
złoty,1,,
cirque du soleil moon frye,1,,
the bernoulli principle,1,,
patty duke ellington,1,,
general electric or ge,1,,
black olives,1,,
a burnt offering,1,,
a golden retriever or retriever,1,,
a laureate,1,,
the rhine the main,1,,
the tunnel of love,1,,
1 of peru chile,1,,
charles gates dawes,1,,
rubber chicken,1,,
son of paleface,1,,
traveling twice the speed of sound,1,,
baldrige,1,,
goober peas or goobers,1,,
works progress administration or work projects administration,1,,
a capstan,1,,
jenny joseph mccarthy,1,,
yukon river,1,,
dw melanie griffith,1,,
jerry shari lewis,1,,
aretha ben franklin,1,,
erin moran,1,,
rachel michael jackson,1,,
1 of air force one in the line of fire,1,,
platte river,1,,
babalu or tropicana,1,,
lovers leap,1,,
beloved country,1,,
the pta parentteachers association,1,,
bondo,1,,
the royal society of london,1,,
museum putty,1,,
julio,1,,
silvergirl,1,,
cristobal balenciaga,1,,
the emmy award,1,,
ballys,1,,
on the whole,1,,
whole shebang,1,,
basset hound great dane,1,,
i ate the whole thing,1,,
half moon,1,,
keith jackson,1,,
maynard jackson,1,,
a chain of command,1,,
minority whip,1,,
can opener,1,,
chain saw,1,,
joe black,1,,
hoses,1,,
a crankshaft,1,,
moneydollars,1,,
takeovers,1,,
divestiture,1,,
high interest,1,,
x as in xmen,1,,
cash carrey,1,,
france the capetian dynasty,1,,
kurds weigh,1,,
the santa clause,1,,
locke key,1,,
chicago cubs in tribute,1,,
aussie herriot,1,,
california dreamin dream a little dream of me,1,,
a daydream believer,1,,
dream lover,1,,
the six million dollar man or the bionic man,1,,
a detective or private eye,1,,
in dreams,1,,
the killer angels,1,,
lighting the olympic flame at the olympic games,1,,
pebbles bammbamm,1,,
a holy day,1,,
cary granite,1,,
freya,1,,
samuel sachs,1,,
ab fab,1,,
small soldiers,1,,
k2 mount godwinausten,1,,
small craft advisories or small craft warnings,1,,
solar prominence,1,,
october or november,1,,
huskymalamute,1,,
its the end of the world,1,,
gila,1,,
shivaree,1,,
satisfaction jumpin jack flash start me up,1,,
cheops tutankhamen cleopatra,1,,
im going to disneyland,1,,
australopithecus neanderthal cromagnon,1,,
bills drills,1,,
ragtime swing bebop,1,,
paulings maulings,1,,
the hundred years war the thirty years war the seven years war,1,,
jean martinet,1,,
in bad faith,1,,
niels heels,1,,
americas most wanted hosted by john walsh,1,,
rays plays,1,,
brets bets,1,,
clarks arks,1,,
basilbasel,1,,
prince harry henry,1,,
maizecorn,1,,
lumberjills,1,,
the man in the gray flannel suit,1,,
teddy bears named after theodore roosevelt,1,,
1490s,1,,
1770s,1,,
come to an end,1,,
the yankee clipper,1,,
dom or vince,1,,
the race the battle accepted,1,,
perry matthew oliver,1,,
a ground squirrel,1,,
the red green show,1,,
gar,1,,
old blood and guts,1,,
david wayne,1,,
old wives tale,1,,
abominably,1,,
by hook,1,,
in step,1,,
june 21 or 22,1,,
post script,1,,
bavarian motor works,1,,
light amplification by stimulated emission of radiation,1,,
a straggler,1,,
a croquemadame,1,,
guadalcanal diary,1,,
a brazil sill,1,,
france pants,1,,
a chad fad,1,,
john gregg,1,,
the great lawn,1,,
chile willy,1,,
a cameroon moon,1,,
to smolder,1,,
the wesleys john charles,1,,
the pardon of richard nixon,1,,
howdy doody time,1,,
a dictum,1,,
a phone,1,,
the alcohol content,1,,
training wheels,1,,
a head count,1,,
a windshield,1,,
30 days of night,1,,
a cake knife,1,,
we own the night,1,,
a gearbox,1,,
the hip joint,1,,
the poets corner,1,,
bmi body mass index,1,,
carriage trade,1,,
cheerful,1,,
the capstone,1,,
quick kick,1,,
the head the foot,1,,
tin stannous,1,,
the hundred and one dalmatians one hundred and one dalmatians accepted,1,,
shortorder cook,1,,
shorttempered,1,,
a manwich,1,,
short division,1,,
a short shrift,1,,
timeandahalf,1,,
john krakauer,1,,
the sydney opera theater,1,,
vigorish,1,,
an external combustion engine,1,,
the polar ice caps,1,,
the alto sax,1,,
aurora australis the southern lights,1,,
an exothermic reaction,1,,
danedeign,1,,
wurstworst,1,,
flauta,1,,
skull crossbones,1,,
pâté or pate,1,,
ice cream cone,1,,
rich coast,1,,
james danforth quayle,1,,
michigan statehood,1,,
george bush sr,1,,
ge building,1,,
sherman antitrust act 1890,1,,
what do women really want,1,,
saladin captures jerusalem,1,,
domine quo vadis,1,,
christmas pie,1,,
pie chartgraph,1,,
star scout,1,,
jurassic period,1,,
go west young man and grow up with the country,1,,
father of their country,1,,
henry irving back in the 1800s,1,,
grant eisenhower carter,1,,
g rossini,1,,
3 of j adams jq adams t roosevelt f roosevelt kennedy,1,,
a place,1,,
2 of carter clinton or harding truman,1,,
2 of washington jefferson madison fillmore b harrison wilson,1,,
2 of w harrison tyler taylor fillmore,1,,
custard pie,1,,
assault rifles,1,,
hollywood 10,1,,
the original saturday night live cast,1,,
rainy night in georgia,1,,
daniel shays,1,,
lesotho morocco or swaziland,1,,
the love shack,1,,
give love a bad name,1,,
peritonitis,1,,
dream its over,1,,
the infield,1,,
ellie ewing,1,,
hanging or execution,1,,
freshwater or saltwater,1,,
fantail,1,,
search,1,,
lee remick,1,,
jacqueline bisset,1,,
july 4 1976 the bicentennial,1,,
niekro brothers,1,,
ohara,1,,
stanley brothers,1,,
bing crosby bob hope,1,,
mazatlan,1,,
styptic pencil,1,,
weird al capone,1,,
steely dan quayle,1,,
john paul the second time around,1,,
pink floyd patterson,1,,
sperm cell,1,,
betty currie,1,,
u as in u thant,1,,
blatant,1,,
love apple,1,,
leibowitz,1,,
aunt rhody,1,,
gobbler,1,,
justerini brooks,1,,
republic of togo,1,,
bruce willis demi moore,1,,
december 31 1999,1,,
light operas,1,,
july 20 1969,1,,
the valley of ten thousand smokes,1,,
pear tree,1,,
insects bugs etc,1,,
friezes,1,,
morganite,1,,
dewitt wallace,1,,
the everyday housewife,1,,
i never sang for my father,1,,
lipschops,1,,
sons on bonanza,1,,
1144,1,,
ikes bikes,1,,
french kiss or prelude to a kiss,1,,
tafts rafts,1,,
paranoid schizophrenia,1,,
shell shocked,1,,
motor parts,1,,
a national seashore,1,,
defense mechanisms,1,,
national press club,1,,
mysterious,1,,
california nevada,1,,
black bears,1,,
a scotch egg,1,,
flamingo road,1,,
the godfather the lord of the rings,1,,
a test,1,,
like a virgin like a prayer,1,,
a guest,1,,
atomic nuclei,1,,
most favoured nation,1,,
rodham bouvier,1,,
wino,1,,
klepto,1,,
contract with mongolia,1,,
paul verhoeven,1,,
royal shakespeare company,1,,
palisade,1,,
321,1,,
things you cross,1,,
witness protection program,1,,
spotted things,1,,
malibu barbie,1,,
things you walk,1,,
things you swallow,1,,
the small stuff,1,,
jack lemmon jack klugman,1,,
black bean soup,1,,
things you fish for,1,,
the gay 90s,1,,
ulysses s grant wood,1,,
greg norman schwarzkopf,1,,
the gay divorcee,1,,
olivia newtonjohn wayne,1,,
gay talese,1,,
dh lawrence welk,1,,
the juniors,1,,
danny thomas hardy,1,,
a riverboat or steamboat,1,,
phlebitis,1,,
courtney thornesmith,1,,
the new kingdom,1,,
versace,1,,
anxiety disorder,1,,
protozoans,1,,
richter scale,1,,
throw him out of the game,1,,
american werewolf in london,1,,
rollon,1,,
a bed roll,1,,
he was shot in the foot,1,,
a blow gun,1,,
bill shatner,1,,
sandra dayoconnor or ruth bader ginsburg,1,,
winston groom,1,,
ventura boulevard,1,,
shinbone,1,,
a copier,1,,
the world zionist congress,1,,
mighty lucky accepted,1,,
piety,1,,
fram,1,,
suntory,1,,
the dryer,1,,
dead alive,1,,
short stout,1,,
a strobe light,1,,
crude refined,1,,
a tan,1,,
to bet,1,,
the yellowtail,1,,
a glove compartment,1,,
the summer wind,1,,
twelve apostlesdisciples,1,,
ten plagues of egypt,1,,
john milton from paradise lost,1,,
obies,1,,
five pillars of faith,1,,
the nanny fran fine,1,,
toad load,1,,
calm balm,1,,
eddie rochester anderson,1,,
vermin sermon,1,,
aaron burr thomas jefferson,1,,
mao jacket,1,,
god squad,1,,
punk skunk,1,,
queen victoria or edward vii,1,,
harold ii edward the confessor or william the conqueror,1,,
elizabeth i or mary i bloody mary,1,,
lions den,1,,
george ii or george iii,1,,
chelsea bun,1,,
george v edward viii or george vi,1,,
the howdy doody show,1,,
clown hall of fame,1,,
harry s truman on the death of fdr,1,,
united arab republic uar,1,,
ceylon now sri lanka,1,,
land grant colleges,1,,
blackfeet,1,,
teddy boys,1,,
in low places,1,,
tied by the apron strings,1,,
south america in ecuador,1,,
globe theatre,1,,
pure country,1,,
to tie one on,1,,
europe in greece,1,,
tiebreaker,1,,
north america in alaska,1,,
north american soccer league,1,,
eric the red skelton,1,,
lightweight,1,,
ts eliot ness,1,,
childrens television,1,,
bernbach,1,,
the canterbury tales of the south pacific,1,,
james a garfield john f kennedy,1,,
simon and schuster,1,,
judge reinhold,1,,
the dream,1,,
fiancee,1,,
prime time or neon deion,1,,
priestpriestess,1,,
mobutu sese seko,1,,
funambulist,1,,
money cash,1,,
barrios,1,,
john michelle phillips,1,,
dishonorable,1,,
tailspin,1,,
spinning wheels,1,,
a threecornered hat,1,,
prisoner of warmissing in action,1,,
the uniform code of military justice,1,,
sir john,1,,
a leopard cant change its spots,1,,
dreyfus affair,1,,
i wont dance,1,,
2 of a javelin a discus a shotput,1,,
torino italy,1,,
ebony magazine,1,,
a troy ounce,1,,
the cyclotron,1,,
henry j heinz,1,,
the usual supects,1,,
daniel j boorstin,1,,
cows or cattle,1,,
the anglican church aka the church of england,1,,
an apparition,1,,
an appliance,1,,
butkus,1,,
combust,1,,
body heat or body temperature,1,,
torosaurus torosaur accepted,1,,
south australia or western australia,1,,
a strategy,1,,
ernst blofeld,1,,
bebee,1,,
wewee,1,,
a wedding album,1,,
orore,1,,
seussical,1,,
hoeho,1,,
bybye,1,,
a klondike,1,,
the wachowski brothers,1,,
a waffle maker,1,,
manhattan new england,1,,
north dakota fanning,1,,
michelin man of la mancha,1,,
make it work release,1,,
winston churchill downs,1,,
thuggee,1,,
here comes the sun yatsen,1,,
the elk,1,,
highdiving,1,,
a coop or coop,1,,
the sacred cod,1,,
straddle,1,,
tictac,1,,
retsyn,1,,
smiths,1,,
feverishly,1,,
nearly,1,,
neutron stars,1,,
jabba,1,,
144 square inches,1,,
4 36090,1,,
your chest,1,,
a long time ago in a galaxy far far away,1,,
zap,1,,
for every action there is an equal and opposite reaction,1,,
utilitarian,1,,
semesters,1,,
silver argentum,1,,
national collegiate athletic association,1,,
16 mm,1,,
eagleeye cherry,1,,
cycles,1,,
backslash,1,,
colossuscolossal,1,,
jimmy smits dennis franz,1,,
you can chew,1,,
hurricane mitch,1,,
before they hatch,1,,
has a silver lining,1,,
in a round hole or in a circular hole,1,,
durham north carolina,1,,
the black circle,1,,
bison of north america,1,,
1 44,1,,
goodie,1,,
5000 50 x 100,1,,
13 524,1,,
fish soup,1,,
36 4 x 9,1,,
astroprojection,1,,
world bank,1,,
bedbug,1,,
east harlem hudson,1,,
stranger in a strange land by robert heinlein,1,,
yoyos,1,,
2 of kentucky massachusetts pennsylvania virginia,1,,
spoonerism,1,,
forklift,1,,
madeleine albright secretary of state,1,,
nevadan,1,,
a bugs life or antz,1,,
too hot to handle,1,,
throw your hat into the ring,1,,
hoosier hes from indiana,1,,
cut off your nose to spite your face,1,,
fireflieslightning bugs,1,,
stines pines,1,,
ranger hat,1,,
gores stores,1,,
fourth amendment,1,,
kelsey grammer dr frasier crane on cheers frasier,1,,
things that are spun,1,,
danube blue danube waltz,1,,
things that are pitched,1,,
t for the word the,1,,
things that sink ships,1,,
things that are squeezed,1,,
olive leaves or olive branches,1,,
10 kilometers,1,,
a military school,1,,
a flabby tabby,1,,
a french stench,1,,
a closer grocer,1,,
rust dust,1,,
a bank account,1,,
a psychosomatic,1,,
a bedouin,1,,
a body artist,1,,
islamic republic,1,,
my uncle mon oncle,1,,
a stage mother,1,,
mary wollstonecraft shelley,1,,
the los angeles memorial coliseum,1,,
an inclined plane ramp later ruled acceptable,1,,
the ronald mcdonald house,1,,
newtons 3rd law of motion,1,,
the pauley pavilion,1,,
stephen vincent benet or william rose benet,1,,
the vestry,1,,
ruminate or rumination,1,,
fiber or cellulose,1,,
lonelygirl15,1,,
quarterlife,1,,
electroplating,1,,
heels on womens shoes,1,,
a trenchcoat,1,,
denny hastert,1,,
a hole in the wall,1,,
the microscope,1,,
pdas public displays of affection,1,,
seeds or beans,1,,
defibrillators,1,,
hddvd,1,,
bratwursts,1,,
the mercury astronauts,1,,
a cow pie,1,,
cuddle,1,,
a crawdad,1,,
robert f scott,1,,
nunchaku or numchucks,1,,
snowing drizzling,1,,
myopia or nearsightedness,1,,
the via appia the appian way,1,,
the benchwarmers,1,,
walking jogging,1,,
aztec empire,1,,
nyc philharmonic,1,,
celebrity deathmatch,1,,
shoelace,1,,
sailors suit,1,,
50 100020,1,,
bodyguard,1,,
theyll stay that way,1,,
star of bethlehem,1,,
coconut palm,1,,
solar eclipses,1,,
baylor university,1,,
fire eaters,1,,
menu,1,,
richard nixon gerald ford jimmy carter,1,,
idolimage,1,,
tidal wavestsunami,1,,
cinq,1,,
dumping hazardous waste at sea,1,,
snap crackle pop from rice krispies,1,,
balebail,1,,
twopoint conversion,1,,
their throat,1,,
beachbeech,1,,
teastees,1,,
terrell davis,1,,
lute lyre,1,,
the alpha quadrant,1,,
santas reindeer,1,,
i lie,1,,
knights of the round table,1,,
brought,1,,
mel gibson danny glover,1,,
hole,1,,
rusty,1,,
sixpence none the richer,1,,
beverly hills 90210 melrose place wasteland,1,,
sodium chloride nacl,1,,
harding hoover carter,1,,
american french russian,1,,
covalent bond,1,,
mary george elizabeth,1,,
baroque french german,1,,
valleys,1,,
clarissa sabrina,1,,
real number,1,,
record player,1,,
pass go,1,,
to a nunnery,1,,
as you would have them do unto you,1,,
manhunt,1,,
56k,1,,
archaeologist,1,,
i still know what you did last summer,1,,
latinoshispanics,1,,
all the live long day,1,,
dvds digital video discs,1,,
persuasive,1,,
14 feet,1,,
87000,1,,
to scramble,1,,
kill a cat,1,,
let the dead bury the dead,1,,
the postmark,1,,
the first line of romeo and juliet,1,,
roque,1,,
chuck yeager lee iacocca,1,,
a donotcall list,1,,
a begonia,1,,
tamburlaine or tamerlane,1,,
biometric,1,,
begrudge,1,,
maurice jarre,1,,
whaling ships,1,,
the terrapins,1,,
john weissmuller,1,,
his skull,1,,
cutting a body in half,1,,
deathwatch beetles,1,,
a conductors baton,1,,
the death cap mushroom,1,,
the zigzag lady,1,,
death or died,1,,
the 400th anniversary,1,,
a loud cloud,1,,
a mean queen,1,,
a racket packet,1,,
a quick stick,1,,
the burmese python,1,,
a lifeboat,1,,
sa essay,1,,
heartbeats per minute,1,,
josephine de beauharnais,1,,
holyfield,1,,
uk or england,1,,
a jolly roger,1,,
ford fairlane,1,,
fibrin,1,,
a jumpmaster,1,,
feeling groovy,1,,
start spreading the news,1,,
old waldorfastoria,1,,
the good life,1,,
lindys,1,,
apple pandowdy,1,,
the underground or subway,1,,
quick picks,1,,
jay silent bob,1,,
john or stephen,1,,
armillary,1,,
engelbert,1,,
a candlefish,1,,
annette,1,,
a headup display,1,,
the immelmann turn,1,,
charlie wilson,1,,
jim jarmusch,1,,
figure it out,1,,
kenan kel,1,,
alex mack,1,,
kablam,1,,
the viet cong,1,,
more bang for your buck,1,,
the king and im pei,1,,
my fair lady marmalade,1,,
cisco sysco,1,,
a chorus line of scrimmage,1,,
finians rainbow trout,1,,
bp or british petroleum,1,,
sunday in the park with george orwell,1,,
con ed,1,,
ismene,1,,
i took the cake,1,,
dreamed,1,,
tornadoestwisters,1,,
the 30year war,1,,
stars stripes forever,1,,
