show #,airdate,round,category,value,question,answer
4752,2005-04-12,Jeopardy,ART BIENNIALS,600,"Anselm Kiefer & Richard Serra shared the Carnegie Prize at this city's ""International""",Pittsburgh
4752,2005-04-12,Jeopardy,THAT'S DEBATABLE,600,"October 5, 1988:Dan Quayle & this man",Lloyd Bentsen
4752,2005-04-12,Jeopardy,"S, U OR V",600,'80s sci-fi blockbuster miniseries concerning man-eating reptilian aliens,V
4752,2005-04-12,Jeopardy,"""KING"" ME",800,Bruce Boxleitner & Kate Jackson were the title duo on this '80s TV show,Scarecrow and Mrs. King
4752,2005-04-12,Jeopardy,35 YEARS OF SMITHSONIAN MAGAZINE,800,A January 1996 article explored how this country was doing 20 years after the American pullout,Vietnam
4752,2005-04-12,Jeopardy,"HODGEPODGE, B'GOSH",800,"Steve McQueen knew it's French for ""butterfly""",papillon
4752,2005-04-12,Jeopardy,ART BIENNIALS,800,This Vanderbilt-funded museum in NYC has held a renowned biennial since 1973,the Whitney
4752,2005-04-12,Jeopardy,THAT'S DEBATABLE,800,"October 11, 1984:These 2 vice presidential hopefuls",George H.W. Bush & Geraldine Ferraro
4752,2005-04-12,Jeopardy,"S, U OR V",800,Feel enriched if you know this symbol for the 92nd element of the periodic table,U (for uranium)
4752,2005-04-12,Jeopardy,"""KING"" ME",1000,Jeffrey Hunter played Jesus & Rip Torn played Judas in this 1961 Bible big-screener,King of Kings
4752,2005-04-12,Jeopardy,35 YEARS OF SMITHSONIAN MAGAZINE,1000,"From hand-hewn hideaways to rustic mansions, these wooden residences were featured in the March 1992 issue",log cabins
4752,2005-04-12,Jeopardy,"HODGEPODGE, B'GOSH",1000,Photographer Robert Frank documented the people of the U.S. in a '50s book with this simple title,The Americans
4752,2005-04-12,Jeopardy,ART BIENNIALS,1000,Venues for this country's biennial have included the Hagia Eirene Museum & the Yerebatan Cistern,Turkey
4752,2005-04-12,Jeopardy,THAT'S DEBATABLE,1000,"October 11, 1992:These 3 men vying to be Commander in Chief","Perot, Clinton, and George Herbert Walker Bush"
4752,2005-04-12,Jeopardy,"S, U OR V",1000,"Also known as a transverse wave, this type of wave is found in an earthquake",S (for shear wave)
4752,2005-04-12,Double Jeopardy,KING ME,400,"Following victory in the first crusade, Baldwin became the first European king of this city in 1100 A.D.",Jerusalem
4752,2005-04-12,Double Jeopardy,I SAW IT ON TV & I HAD TO HAVE IT,400,Thousands of folks wanted furniture from Pottery Barn after Rachel purchased some on this sitcom,Friends
4752,2005-04-12,Double Jeopardy,ANIMALS,400,"Type of squirrel that has a thin, extending membrane called a patagium",a flying squirrel
4752,2005-04-12,Double Jeopardy,FROM THE FRENCH,400,"I need my favorite albums on CD--I only have them on this, meaning ""small box""",cassette
4752,2005-04-12,Double Jeopardy,SINGLE-LETTER STOCKS,400,This is the only American car maker that uses a one-letter stock symbol,Ford
4752,2005-04-12,Double Jeopardy,EDWARD ALBEE,400,"(Hello, I'm Edward Albee.)  My first play, ""The Zoo Story"", had its world premiere way, way off Broadway... in this largest German city",Berlin
4752,2005-04-12,Double Jeopardy,KING ME,800,"A 1952 military coup forced the abdication of Farouk I, the last king of this African country",Egypt
4752,2005-04-12,Double Jeopardy,I SAW IT ON TV & I HAD TO HAVE IT,800,"(Sarah of the Clue Crew stands next to an immortally still canine.)  A format change ended this show's shopping days in 1987, so these ceramic Dalmatians became collector's items",Wheel of Fortune
4752,2005-04-12,Double Jeopardy,ANIMALS,800,A type of cricket that mainly lives underground is named for this tiny-eyed mammal,a mole
4752,2005-04-12,Double Jeopardy,FROM THE FRENCH,800,12-letter word for one who starts & assumes the risk of a business,entrepreneur
4752,2005-04-12,Double Jeopardy,SINGLE-LETTER STOCKS,800,"There's a reason this company's Rice Krispies is spelled with a ""K""",Kellogg
4752,2005-04-12,Double Jeopardy,EDWARD ALBEE,800,"When Albee was honored by this center in 1996, Pres. Clinton said, ""In your rebellion the Amer. theater was reborn""",the Kennedy Center
4752,2005-04-12,Double Jeopardy,KING ME,1200,"In 1886 this ""Mad"" Bavarian King was declared insane; he drowned a few days later",Ludwig (II)
4752,2005-04-12,Double Jeopardy,I SAW IT ON TV & I HAD TO HAVE IT,1200,Women went wild for red La Perla lingerie after Marcia Cross revealed it under her fur coat on this series,Desperate Housewives
4752,2005-04-12,Double Jeopardy,ANIMALS,1200,"The male redback type of this creature, 1/3 the size of the female, dies happy if you know what I mean",a spider
4752,2005-04-12,Double Jeopardy,FROM THE FRENCH,1200,It's a hint or trace of something (sounds like of Campbell's),soupçon
4752,2005-04-12,Double Jeopardy,SINGLE-LETTER STOCKS,1200,"Procter & Gamble think this company they're buying, ""G"", won't ""shave"" any profits off its balance sheet",Gillette
4752,2005-04-12,Double Jeopardy,EDWARD ALBEE,1200,"(Edward Albee reads the clue.)  The new Broadway production of my play ""Who's Afraid Of Virginia Woolf?"" stars Bill Irwin & Kathleen Turner as this fun-loving couple",George & Martha
4752,2005-04-12,Double Jeopardy,KING ME,1600,The IV king of this name (following the Norman Conquest) brought the House of York to England's throne,Edward
4752,2005-04-12,Double Jeopardy,I SAW IT ON TV & I HAD TO HAVE IT,1600,"This whimsical talk-show host loves to give out donkey cigarette dispensers, & you can buy them on her website",Ellen DeGeneres
4752,2005-04-12,Double Jeopardy,ANIMALS,1600,Newborn gazelles are a favorite prey of the black-backed species of this canine,the jackal
4752,2005-04-12,Double Jeopardy,FROM THE FRENCH,1600,"This word goes back to one building in Paris where ""Jean Does"" must have been taken",the morgue
4752,2005-04-12,Double Jeopardy,SINGLE-LETTER STOCKS,1600,"If you have a ""Q"", just call this Baby Bell",Qwest
4752,2005-04-12,Double Jeopardy,EDWARD ALBEE,1600,"Brother Julian is ensnared by Miss Alice in this 1964 play that Albee called a ""metaphysical melodrama""",Tiny Alice
4752,2005-04-12,Double Jeopardy,KING ME,2000,He's the last king of France whose reign straddled 2 centuries,Louis XIV
4752,2005-04-12,Double Jeopardy,I SAW IT ON TV & I HAD TO HAVE IT,2000,"If you crave the cuisine made by this bubbly chef, check out her ""30-Minute Meals"" cookbooks",Rachael Ray
4752,2005-04-12,Double Jeopardy,ANIMALS,2000,"One of Gerald Durell's nature books is called ""Catch Me"" this type of monkey, seen here",a colobus
4752,2005-04-12,Double Jeopardy,FROM THE FRENCH,2000,"French for ""duck"", it's a false or misleading story",canard
4752,2005-04-12,Double Jeopardy,SINGLE-LETTER STOCKS,2000,"""C"", this financial services company, brought Smith Barney under its umbrella",Citigroup
4752,2005-04-12,Double Jeopardy,EDWARD ALBEE,2000,"(Edward Albee reads the clue.)  In my Tony-winning 2002 play, a family is torn asunder by the husband's pastoral passion for one of these farm animals",a goat
4752,2005-04-12,Final Jeopardy,ASTRONOMY,Final,"It's the colorful 2-word term used to describe the motion of galaxies coming toward us, like Andromeda is",blue shift
4753,2005-04-13,Jeopardy,STATES OF THE UNION,200,Biscayne National Park is a water park in the southern part of this state,Florida
4753,2005-04-13,Jeopardy,TONIGHT SHOW HOSTS,200,"He also hosted the game shows ""Earn Your Vacation"" & ""Who Do You Trust?""",Johnny Carson
4753,2005-04-13,Jeopardy,QUOTES,200,"This ""A Tramp Abroad"" author opined, ""Wagner's music is better than it sounds""",(Mark) Twain
4753,2005-04-13,Jeopardy,A DAY'S CALORIES IN ONE MEAL,200,"Double Whopper with cheese, King fries, large vanilla shake, Dutch apple pie",Burger King
4753,2005-04-13,Jeopardy,FAMOUS PAIRS,200,Publishing partners:___ & Wagnalls,Funk & Wagnalls
4753,2005-04-13,Jeopardy,BODY LANGUAGE,200,"Arnold spent his first hour at work enjoying a latte & ""twiddling"" these, aka the pollices",the thumbs
4753,2005-04-13,Jeopardy,STATES OF THE UNION,400,A Naval air station in the city of Lakehurst in this state was the site of the fateful 1937 Hindenburg explosion,New Jersey
4753,2005-04-13,Jeopardy,TONIGHT SHOW HOSTS,400,He is scheduled to take over the hosting duties in 2009,Conan O'Brien
4753,2005-04-13,Jeopardy,QUOTES,400,"""I am extraordinarily patient, provided I get my own way in the end"", said this British ""Iron Lady""",(Margaret) Thatcher
4753,2005-04-13,Jeopardy,A DAY'S CALORIES IN ONE MEAL,400,"Zesty Chicken Border Bowl, Fiesta Taco Salad, Nachos Bellgrande, apple empanada",Taco Bell
4753,2005-04-13,Jeopardy,FAMOUS PAIRS,400,Potent potable makers:___ & Rossi,Martini & Rossi
4753,2005-04-13,Jeopardy,BODY LANGUAGE,400,"The boss held these ""akimbo"" while demanding to know why Arnold was late again",his arms
4753,2005-04-13,Jeopardy,STATES OF THE UNION,600,Part of a state that seceded from the U.S. in 1861 seceded to form this state in 1863,West Virginia
4753,2005-04-13,Jeopardy,TONIGHT SHOW HOSTS,600,"He walked off in the middle of the telecast after the network censored his ""water closet"" joke",Jack Paar
4753,2005-04-13,Jeopardy,QUOTES,600,"In 2005, shortly after announcing her engagement (after a 35-year affair), she said, ""I'm just coming down to Earth""",Camilla Parker Bowles
4753,2005-04-13,Jeopardy,A DAY'S CALORIES IN ONE MEAL,600,"Market Fresh Roast Beef & Swiss sandwich, large Jalapeno Bites, Jamocha shake",Arby's
4753,2005-04-13,Jeopardy,FAMOUS PAIRS,600,In mythology:Hero & ___,Leander
4753,2005-04-13,Jeopardy,BODY LANGUAGE,600,"Arnold ""shrugged"" these while trying to come up with an excuse",his shoulders
4753,2005-04-13,Jeopardy,STATES OF THE UNION,800,"The 6 states that border this state are Texas, New Mexico, Arkansas, Missouri, Kansas & Colorado",Oklahoma
4753,2005-04-13,Jeopardy,TONIGHT SHOW HOSTS,800,He was married to Jayne Meadows,Steve Allen
4753,2005-04-13,Jeopardy,QUOTES,800,"""A fool and his money are soon elected"", said this humorist who died in 1935",Will Rogers
4753,2005-04-13,Jeopardy,A DAY'S CALORIES IN ONE MEAL,800,"2 large orders of popcorn chicken, 2 biscuits, potato wedges, BBQ beans, Lil' Bucket lemon creme, large Pepsi",KFC
4753,2005-04-13,Jeopardy,FAMOUS PAIRS,800,Coffee merchants:Chase & ___,Sanborn
4753,2005-04-13,Jeopardy,BODY LANGUAGE,800,"Arnold's started ""growling"" at 10 A.M.",his stomach
4753,2005-04-13,Jeopardy,STATES OF THE UNION,1000,New Castle was this mid-Atlantic state's first capital,Delaware
4753,2005-04-13,Jeopardy,TONIGHT SHOW HOSTS,1000,This glum-faced comic born Joseph Gottlieb guest hosted the show more than 150 times in the '60s & '70s,Joey Bishop
4753,2005-04-13,Jeopardy,QUOTES,1000,"From his ""Devil's Dictionary"": ""Diplomacy, n. The patriotic art of lying for one's country""",(Ambrose) Bierce
4753,2005-04-13,Jeopardy,A DAY'S CALORIES IN ONE MEAL,1000,"2 Big Bacon Classics, great Biggie fries, Homestyle Chicken Strips Salad with ranch dressing, medium Frosty",Wendy's
4753,2005-04-13,Jeopardy,FAMOUS PAIRS,1000,In Nick Park animated shorts:Wallace & ___,Gromit
4753,2005-04-13,Jeopardy,BODY LANGUAGE,1000,"At quitting time Arnold ""barked"" one of these against a wastebasket in his mad dash for the door",a shin
4753,2005-04-13,Double Jeopardy,U.S. PRESIDENTS,400,"The D.C. house he lived in after he left office in 1921 is called ""Washington's only presidential museum""",(Woodrow) Wilson
4753,2005-04-13,Double Jeopardy,SHOCKING ART,400,1485 Florence was shocked by this artist's large nude painting of the birth of a goddess,Botticelli
4753,2005-04-13,Double Jeopardy,"PUSH THE ""BUTTON""",400,"Metaphorically, you ""push"" it when you react in haste; you can use an actual one to summon police",the panic button
4753,2005-04-13,Double Jeopardy,WORLD OF NOBEL PRIZE-WINNING AUTHORS,400,Jean-Paul Sartre,France
4753,2005-04-13,Double Jeopardy,"HERE'S LOOKING AT YOU, KID",400,"She played little Virginia Cary in 1935's ""The Littlest Rebel""",Shirley Temple
4753,2005-04-13,Double Jeopardy,WE'LL ALWAYS HAVE PARRIS ISLAND,400,"(Jimmy of the Clue Crew reports from Parris Island, SC.)  Very quickly after you arrive at Parris Island, you'll meet this person, the D.I.",the drill instructor
4753,2005-04-13,Double Jeopardy,U.S. PRESIDENTS,800,"Somewhat prophetically, he became the first sitting president to visit Hawaii",FDR
4753,2005-04-13,Double Jeopardy,SHOCKING ART,800,His mural at Rockefeller Center was destroyed because it included a depiction of Lenin,Diego Rivera
4753,2005-04-13,Double Jeopardy,"PUSH THE ""BUTTON""",800,He won back-to-back Olympic gold medals in figure skating in 1948 & 1952,Dick Button
4753,2005-04-13,Double Jeopardy,WORLD OF NOBEL PRIZE-WINNING AUTHORS,800,William Butler Yeats,Ireland
4753,2005-04-13,Double Jeopardy,"HERE'S LOOKING AT YOU, KID",800,"Flora McGrath in 1993's ""The Piano""",Anna Paquin
4753,2005-04-13,Double Jeopardy,WE'LL ALWAYS HAVE PARRIS ISLAND,800,"(Cheryl of the Clue Crew reports from Parris Island, SC.)  Marine training instills this motto, meaning ""always faithful""",semper fidelis
4753,2005-04-13,Double Jeopardy,U.S. PRESIDENTS,1200,"He & his wife translated into English ""De Re Metallica"", a 16th century Latin work on mining",(Herbert) Hoover
4753,2005-04-13,Double Jeopardy,SHOCKING ART,1200,In 1892 Berlin authorities screamed & closed the exhibit by this Scandinavian artist,(Edvard) Munch
4753,2005-04-13,Double Jeopardy,"PUSH THE ""BUTTON""",1200,"Bob Hope sang this Oscar-winning song in 1948's ""The Paleface""","""Buttons And Bows"""
4753,2005-04-13,Double Jeopardy,WORLD OF NOBEL PRIZE-WINNING AUTHORS,1200,Knut Hamsun,Norway
4753,2005-04-13,Double Jeopardy,"HERE'S LOOKING AT YOU, KID",1200,"Wise beyond her years, she's the scene-stealing co-star of ""Uptown Girls"" and ""Hide and Seek""",Dakota Fanning
4753,2005-04-13,Double Jeopardy,WE'LL ALWAYS HAVE PARRIS ISLAND,1200,"(Cheryl of the Clue Crew reports from Parris Island, SC.)  Marines are taught to see themselves as part of a team, like this basic unit of 30 to 50 people",a platoon
4753,2005-04-13,Double Jeopardy,U.S. PRESIDENTS,1600,In 1893 James K. Polk's tomb was moved from his estate to the state capitol grounds in this city,Nashville
4753,2005-04-13,Double Jeopardy,SHOCKING ART,1600,This impressionist's Christ paintings of 1864 & 1865 were crucified for being unidealized,Édouard Manet
4753,2005-04-13,Double Jeopardy,"PUSH THE ""BUTTON""",1600,"The cornflower, a plant with small round flowers, is also known as this",a bachelor's button
4753,2005-04-13,Double Jeopardy,WORLD OF NOBEL PRIZE-WINNING AUTHORS,1600,Nadine Gordimer,South Africa
4753,2005-04-13,Double Jeopardy,"HERE'S LOOKING AT YOU, KID",1600,"As Samuel Lapp, he was the witness in 1985's ""Witness""",Lukas Haas
4753,2005-04-13,Double Jeopardy,WE'LL ALWAYS HAVE PARRIS ISLAND,1600,"(Cheryl of the Clue Crew reports from Parris Island, SC.)  A lot of Marine vocabulary comes from the Navy: doors are hatches, while windows & eyeglasses are both called these",portholes
4753,2005-04-13,Double Jeopardy,U.S. PRESIDENTS,2000,"He became pres. 100 years after George Washington, so he was called the ""Centennial President""",Benjamin Harrison
4753,2005-04-13,Double Jeopardy,SHOCKING ART,2000,"Marcel Duchamp's ""Nude Descending a Staircase"" caused a stir at this 1913 show in New York City",the Armory Show
4753,2005-04-13,Double Jeopardy,"PUSH THE ""BUTTON""",2000,"In 1927 one of this 18th century American's autographs sold for over $50,000",Button Gwinnett
4753,2005-04-13,Double Jeopardy,WORLD OF NOBEL PRIZE-WINNING AUTHORS,2000,Halldor Laxness,Iceland
4753,2005-04-13,Double Jeopardy,"HERE'S LOOKING AT YOU, KID",2000,"The title kid in 1948's ""The Boy with Green Hair""",Dean Stockwell
4753,2005-04-13,Double Jeopardy,WE'LL ALWAYS HAVE PARRIS ISLAND,2000,"(Cheryl of the Clue Crew reports from Parris Island, SC.)  From the Latin for ""boxer"", it's the variety of training weapon these Marines are using to practice combat fighting",a pugil stick
4753,2005-04-13,Final Jeopardy,16th CENTURY NAMES,Final,"As a foe of the Spanish, he's been called ""The Queen's Pirate"" & a ""Gran Luterano""",Sir Francis Drake
2957,1997-06-10,Jeopardy,FIRST LADIES,100,Lady Bird Johnson was the 1st first lady born in this state; she's from Karnack,Texas
2957,1997-06-10,Jeopardy,SPORTS,100,In 1996 Kent Steffes & Karch Kiraly won the first gold medal ever presented in this type of volleyball,beach volleyball
2957,1997-06-10,Jeopardy,FOOD & DRINK,100,"""Leaves"" made of this sweet often top the familiar mousse of the same flavor",chocolate
2957,1997-06-10,Jeopardy,VOLCANOES,100,"Popocatepetl, a volcano near this capital city, is a source of sulfur",Mexico City
2957,1997-06-10,Jeopardy,DOGS,100,"Miniature poodles are 10 to 15"" tall, while these poodles are 10"" or less",toy poodles
2957,1997-06-10,Jeopardy,HITS OF THE 1890s,100,[BLANK],[BLANK]
2957,1997-06-10,Jeopardy,FIRST LADIES,200,"In 1964 she wrote of her husband, ""So now he is a legend when he would have preferred to be a man""",Jacqueline Kennedy
2957,1997-06-10,Jeopardy,SPORTS,200,This team's John Wetteland was named MVP of the 1996 World Series for saving all 4 wins,the New York Yankees
2957,1997-06-10,Jeopardy,FOOD & DRINK,200,Conchiglie is an Italian pasta named for & shaped like these,shells
2957,1997-06-10,Jeopardy,VOLCANOES,200,"Mount Taranaki in this country gets its name from a Maori word for ""Barren Mountain""",New Zealand
2957,1997-06-10,Jeopardy,DOGS,200,"What Australians call a mong, we call this",Mongrel
2957,1997-06-10,Jeopardy,HITS OF THE 1890s,200,"In 1899 people sang about ""My Little Georgia"" one & ""My Wild Irish"" one",rose
2957,1997-06-10,Jeopardy,FIRST LADIES,300,"This Missourian known for her ""independence"" referred to the White House as ""The Great White Jail""",Bess Truman
2957,1997-06-10,Jeopardy,SPORTS,300,Only Wayne Gretzky & this Penguins star have scored over 190 points in an NHL season,Mario Lemieux
2957,1997-06-10,Jeopardy,FOOD & DRINK,300,"""Joy of Cooking""'s recipe for drinks called fruit shrubs uses the white wine type of this liquid",vinegar
2957,1997-06-10,Jeopardy,VOLCANOES,300,"Because of the May 18, 1980 eruption, this Washington volcano is now about 1,300 feet shorter",Mt. St. Helens
2957,1997-06-10,Jeopardy,DOGS,300,The dashbracke may be the result of matings between basset hounds & these dogs,Dachshunds
2957,1997-06-10,Jeopardy,HITS OF THE 1890s,300,"A sea chanty that became a hit in 1891 asked, ""What shall we do with"" one of these",a drunken sailor
2957,1997-06-10,Jeopardy,FIRST LADIES,400,"Sadly, she was declared insane on May 19, 1875 & tried to commit suicide that evening",Mary Todd Lincoln
2957,1997-06-10,Jeopardy,SPORTS,400,In 1996 Johnny Miller was voted into this sport's Hall of Fame,golf
2957,1997-06-10,Jeopardy,FOOD & DRINK,400,"Assam, a black type of this beverage, is known for its full body & strong flavor",tea
2957,1997-06-10,Jeopardy,VOLCANOES,400,Mount Etna is part of this mountain system,Apennines
2957,1997-06-10,Jeopardy,DOGS,400,In Scotland it was once forbidden for anyone below the rank of earl to own this stag-hunting hound,a deerhound
2957,1997-06-10,Jeopardy,HITS OF THE 1890s,400,"""Casey would waltz with a strawberry blonde"" and this happened","""The Band Played On"""
2957,1997-06-10,Jeopardy,FIRST LADIES,500,"This outspoken first lady once told ""60 Minutes"" she wouldn't be surprised if her daughter Susan had an affair",Betty Ford
2957,1997-06-10,Jeopardy,SPORTS,500,This Dolphins coach has a yacht named Three Rings for his 2 Super Bowl titles & 1 college championship,Jimmy Johnson
2957,1997-06-10,Jeopardy,FOOD & DRINK,500,Field salad is a salad green also known as this young hoofed animal's lettuce,lamb's lettuce
2957,1997-06-10,Jeopardy,VOLCANOES,500,Mount Erebus in this continent's Victoria Land region was discovered by Sir James Ross in 1841,Antarctica
2957,1997-06-10,Jeopardy,DOGS,500,"Though this ""Tibetan"" dog's hair falls over its eyes, its hearing makes it an excellent watchdog",Lhasa apso
2957,1997-06-10,Jeopardy,HITS OF THE 1890s,500,"A completely different title to this often sung 1893 classic is ""Good Morning To All""","""Happy Birthday To You"""
2957,1997-06-10,Double Jeopardy,ARCHAEOLOGY,200,Scientists prefer to find dinosaur eggs that are cracked because these remains may be preserved inside,embryos
2957,1997-06-10,Double Jeopardy,CELEBRITY BOOKS,200,"In 1986 & 1987 this comic topped the bestseller list with ""Fatherhood"" & ""Time Flies""",Bill Cosby
2957,1997-06-10,Double Jeopardy,SCULPTURE,200,In 1928 this Spanish cubist artist pioneered welded sculptures with Julio Gonzalez,Pablo Picasso
2957,1997-06-10,Double Jeopardy,ENTREPRENEURS,200,"In 1992 this founder of another ""Famous"" venture started the Uncle Noname Cookie Company","Wally ""Famous"" Amos"
2957,1997-06-10,Double Jeopardy,EASTERN EUROPE,200,"In Budapest, if you can't master this local language, English & German are widely understood",Hungarian
2957,1997-06-10,Double Jeopardy,"CROSSWORD CLUES ""M""",200,Bulrush baby(5),Moses
2957,1997-06-10,Double Jeopardy,ARCHAEOLOGY,400,"Diego de Landa, bishop of Yucatan, deciphered some of these people's hieroglyphics in the mid-16th century",Mayans
2957,1997-06-10,Double Jeopardy,CELEBRITY BOOKS,400,"In 1995 this star of ""Psycho"" published a Hollywood novel called ""House of Destiny""",Janet Leigh
2957,1997-06-10,Double Jeopardy,SCULPTURE,400,Alexander Rodchenko is credited with developing these sculptures by suspending wood structures,mobiles
2957,1997-06-10,Double Jeopardy,ENTREPRENEURS,400,"After taking a correspondence course in ice-cream making, they opened their first shop in Vermont in 1978",Ben & Jerry
2957,1997-06-10,Double Jeopardy,EASTERN EUROPE,400,Nicolae Ceausescu had part of this capital built in the style of communist North Korea,Bucharest
2957,1997-06-10,Double Jeopardy,"CROSSWORD CLUES ""M""",400,Not a minor prime minister(5),Major
2957,1997-06-10,Double Jeopardy,ARCHAEOLOGY,600,The Mother Goddess figurine found in Austria near Willendorf is named for this Roman love deity,Venus
2957,1997-06-10,Double Jeopardy,CELEBRITY BOOKS,600,"In ""Make the Connection"", this talk show host & her trainer reveal ""Ten Steps to a Better Body & a Better Life""",Oprah Winfrey
2957,1997-06-10,Double Jeopardy,SCULPTURE,600,George Segal's direct-cast plaster sculptures are usually this color,white
2957,1997-06-10,Double Jeopardy,ENTREPRENEURS,600,"Representing such people as Mike Tyson, he bills himself as ""The World's Greatest Boxing Promoter""",Don King
2957,1997-06-10,Double Jeopardy,EASTERN EUROPE,600,Pinsk is an important port in this former Soviet republic whose capital is Minsk,Belarus
2957,1997-06-10,Double Jeopardy,"CROSSWORD CLUES ""M""",600,"Gangster's ""gun"" gal(4)",Moll
2957,1997-06-10,Double Jeopardy,ARCHAEOLOGY,1000,"On his 1798 conquest of Egypt, this man brought many scholars to study its antiquities",Napoléon
2957,1997-06-10,Double Jeopardy,CELEBRITY BOOKS,800,"Doing research on her grandfather led her to co-write the 1996 mystery novel ""Murder at San Simeon""",Patricia (Patty) Hearst
2957,1997-06-10,Double Jeopardy,SCULPTURE,800,"""Man with a Broken Nose"", his first sculpture submitted for exhibit to the Paris Salon, was rejected",Auguste Rodin
2957,1997-06-10,Double Jeopardy,ENTREPRENEURS,800,Former garbage truck driver H. Wayne Huizenga was the driving force behind this entertainment & video group,Blockbuster
2957,1997-06-10,Double Jeopardy,EASTERN EUROPE,800,In the 1990s thousands of young westerners have made this Bohemian capital quite Bohemian,Prague
2957,1997-06-10,Double Jeopardy,"CROSSWORD CLUES ""M""",800,Couscous country(7),Morocco
2957,1997-06-10,Double Jeopardy,ARCHAEOLOGY,1000,"In 1996 New Mexico wildfires damaged ruins of this tribe the Navajo called ""the Ancient Ones""",the Anasazi
2957,1997-06-10,Double Jeopardy,CELEBRITY BOOKS,1000,"Her books include ""Delusions of Grandma"" & ""Postcards from the Edge""",Carrie Fisher
2957,1997-06-10,Double Jeopardy,SCULPTURE,1000,"In addition to his ""Minute Man"" statue, he sculpted equestrian statues of Grant & Washington",Daniel Chester French
2957,1997-06-10,Double Jeopardy,ENTREPRENEURS,1000,Her cosmetics company is famous for awarding pink Cadillacs to its consultants & directors,Mary Kay
2957,1997-06-10,Double Jeopardy,EASTERN EUROPE,1000,"The name of this country means ""plain"" & its flatness was helpful to the Nazi war machine",Poland
2957,1997-06-10,Double Jeopardy,"CROSSWORD CLUES ""M""",1000,"""La boheme"" femme(4)",Mimi
2957,1997-06-10,Final Jeopardy,FASHION HISTORY,Final,In 1849 Americans traveling to the California gold fields via boat popularized this hat,the Panama hat
3581,2000-03-13,Jeopardy,BIBLICAL MILITARY MEN,100,"This Philistine had a ""helmet of brass"" & a coat of mail weighing 5,000 shekels",Goliath
3581,2000-03-13,Jeopardy,TV THEME SONG LYRICS,100,"""Kinfolk said, Jed, move away from there""","""The Beverly Hillbillies"""
3581,2000-03-13,Jeopardy,OH WHAT A YEAR!,100,"Martin Luther King assassinated, Viet Cong launches Tet Offensive, Green Bay wins second Super Bowl",1968
3581,2000-03-13,Jeopardy,SOUTH AMERICAN BEAUTY,100,"South America's Cotopaxi, among the world's highest of these, has an almost perfectly symmetrical cone",volcano
3581,2000-03-13,Jeopardy,"""SIX"" PACK",100,Slang name for a revolver,"""Six-Shooter"""
3581,2000-03-13,Jeopardy,RAISE YOUR GLASSES,100,"In a 1903 song, it's what ""Ida"" was ""sweet as""","""Apple Cida"""
3581,2000-03-13,Jeopardy,BIBLICAL MILITARY MEN,200,"The Roman centurion Cornelius, possibly the first Gentile Christian, was converted by this fisherman",Peter
3581,2000-03-13,Jeopardy,TV THEME SONG LYRICS,200,"""Tossed salads and scrambled eggs""","""Frasier"""
3581,2000-03-13,Jeopardy,OH WHAT A YEAR!,200,"Pope John Paul II born, Prohibition takes effect, Harding wins the presidency",1920
3581,2000-03-13,Jeopardy,SOUTH AMERICAN BEAUTY,200,"Oscar Niemeyer, who designed much of Brasilia, also did the Copan Building in this largest Brazilian city",Sao Paulo
3581,2000-03-13,Jeopardy,"""SIX"" PACK",200,Lee Majors slo-moed into TV history as this expensive construction,"""The Six Million Dollar Man"""
3581,2000-03-13,Jeopardy,RAISE YOUR GLASSES,200,One legend says it was a holy man in Yemen who brewed up the first cup of this many centuries ago,Coffee
3581,2000-03-13,Jeopardy,BIBLICAL MILITARY MEN,300,Moses designated him to defend Israel against Amalek; he later brought down the walls of Jericho,Joshua
3581,2000-03-13,Jeopardy,TV THEME SONG LYRICS,300,"""Darling I love you, but give me Park Avenue""","""Green Acres"""
3581,2000-03-13,Jeopardy,OH WHAT A YEAR!,300,"U.N. holds first session, Nuremberg trials held, Hirohito claims he is not divine",1946
3581,2000-03-13,Jeopardy,SOUTH AMERICAN BEAUTY,300,"The Venezuelan Andes feature a mirror lake called this, from which a ""creature"" might emerge",Black Lagoon
3581,2000-03-13,Jeopardy,"""SIX"" PACK",300,Where you are if you're dead & buried,"""Six Feet Under"""
3581,2000-03-13,Jeopardy,RAISE YOUR GLASSES,300,"Judy Carne might have said, ""It's a Japanese fermented rice drink to you, but it's"" this ""to me""",Sake
3581,2000-03-13,Jeopardy,BIBLICAL MILITARY MEN,400,Benaiah was commander of this wise king's army,Solomon
3581,2000-03-13,Jeopardy,TV THEME SONG LYRICS,400,"""Movin' on up, to the Eastside""","""The Jeffersons"""
3581,2000-03-13,Jeopardy,OH WHAT A YEAR!,400,"Johnny Carson retires, L.A. riots break out following Rodney King verdict, Hurricane Andrew hits Florida",1992
3581,2000-03-13,Jeopardy,SOUTH AMERICAN BEAUTY,400,"Usual term for the agricultural level seen here, used by the Incas",terraces
3581,2000-03-13,Jeopardy,"""SIX"" PACK",400,"It begins the phrase that ends ""Half a dozen of the other""","""Six of One"""
3581,2000-03-13,Jeopardy,RAISE YOUR GLASSES,400,"Tequila, vodka, gin, rum, triple sec & cola for color go into this New York drink",Long Island Iced Tea
3581,2000-03-13,Jeopardy,BIBLICAL MILITARY MEN,500,This Hittite soldier was sent to the front lines of battle so that David could take his wife Bathsheba,Uriah
3581,2000-03-13,Jeopardy,TV THEME SONG LYRICS,500,"""Jane, his wife.  Daughter Judy""","""The Jetsons"""
